title,true_path,predicted_path,correct,true_in_retrieved,model_score,retrieval_score,combined_score,retrieval_time,reranking_time
how scientists really think,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Biological Science > Neuroscience > Molecular Neuroscience,False,False,0.14136053621768951,0.46677881479263306,0.2715278476476669,0.023897171020507812,1.0397834777832031
foodkg: a tool to enrich knowledge graphs using ma,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Computer and Information Science > Artificial Intelligence > Knowledge Representation and Reasoning > Semantic Network > Concept Graph,False,False,0.053162846714258194,0.4860333204269409,0.2263110361993313,0.02298259735107422,0.8250360488891602
validating curricular competencies in innovation a,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Social Science > Economics and Business > Business and Management > Entrepreneurship > Innovation Management,False,False,0.1801898330450058,0.47749757766723633,0.299112930893898,0.022505760192871094,0.8722414970397949
nobel prizes in medicine: are clinicians out of fa,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Humanity and Art > History and Archaeology > Specialized History > History of Science and Technology > History of Medicine,False,False,0.20030181109905243,0.3861112594604492,0.2746255904436111,0.02460789680480957,1.0410289764404297
impact of scientific and technological advances,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Medical and Health Science > Health Science > Dentistry > Orthodontics,False,False,0.12906062602996826,0.5711989998817444,0.30591597557067873,0.019762516021728516,0.5609941482543945
endocannabinoid system in cardiovascular disorders,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Medical and Health Science > Basic Medicine > Pharmacology > Toxicology,False,False,0.2455069124698639,0.25516843795776367,0.24937152266502383,0.022788286209106445,1.014948844909668
a tribute to frederick nye tebbe. lewis acid stabi,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Chemical Science > Green Chemistry > Sustainable Synthesis,False,False,0.3695216476917267,0.3333953022956848,0.3550711095333099,0.021221637725830078,0.6329383850097656
mammalian wtap is a regulatory subunit of the rna ,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Medical and Health Science > Medical Biotechnology > Medical Genomics > Cancer Genomics,False,False,0.277543842792511,0.3302914500236511,0.298642885684967,0.022279977798461914,0.8614602088928223
dictyexpress: a dictyostelium discoideum gene expr,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Computer and Information Science > Data Science and Analytics > Data Visualization > Interactive Dashboard,False,False,0.0314633883535862,0.45610880851745605,0.20132155641913416,0.022438764572143555,0.8691661357879639
complementary frameworks of scientific inquiry: hy,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Computer and Information Science > Artificial Intelligence > Knowledge Representation and Reasoning > Reasoning System > Causal Reasoning,False,False,0.1260356456041336,0.4979932904243469,0.27481870353221893,0.024233102798461914,0.6534500122070312
communities of communication: making sense of the ,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Computer and Information Science > Human-Computer Interaction > Social Computing > Online Community,False,False,0.10571744292974472,0.5551889538764954,0.285506047308445,0.0206296443939209,0.5952110290527344
lexical cohesion and specialized knowledge in scie,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Humanity and Art > Language and Literature > Linguistics > Computational Linguistics > Corpus Linguistics,False,False,0.1937531977891922,0.450192928314209,0.29632908999919894,0.019858837127685547,0.6093690395355225
china: forward to the green pesticides via a basic,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Chemical Science > Green Chemistry > Sustainable Synthesis,False,False,0.13449108600616455,0.48639678955078125,0.27525336742401124,0.02290940284729004,0.9367854595184326
grassroots training for reproducible science: a co,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Social Science > Educational Science > Pedagogy > Assessment,False,False,0.23412178456783295,0.504061758518219,0.34209777414798737,0.020462989807128906,0.597583532333374
the discovery of trypanosoma cruzi and chagas dise,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Interdisciplinary Field > Global Challenge > Global Health > Tropical Disease,False,False,0.05433060973882675,0.5204429626464844,0.2407755509018898,0.020000934600830078,0.5628807544708252
biologically active marine natural products,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Natural Science > Chemical Science > Inorganic Chemistry > Bioinorganic Chemistry,False,False,0.2473023384809494,0.37215089797973633,0.2972417622804642,0.020827293395996094,0.5886378288269043
essential metabolic routes as a way to eskape from,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Medical and Health Science > Medical Biotechnology > Medical Genomics > Pharmacogenomics,False,False,0.24100236594676971,0.4398728609085083,0.3205505639314652,0.023459672927856445,0.6719925403594971
comparing the impact of course-based and apprentic,Natural Science > Physical Science > Physics > Theoretical Physics > Statistical Mechanics,Social Science > Educational Science > Higher Education > University Teaching,False,False,0.29141765832901,0.4084746837615967,0.3382404685020447,0.023669004440307617,0.800729513168335
machine learning algorithms for the forecasting of,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Computer and Information Science > Artificial Intelligence > Machine Learning > Supervised Learning > Regression,False,False,0.06134570389986038,0.47485625743865967,0.22674992531538013,0.024441242218017578,0.7278556823730469
"river to lake connectivities, water renewal, and a",Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,True,True,0.175883948802948,0.39129638671875,0.2620489239692688,0.022251129150390625,0.8383095264434814
watershed impacts of climate and land use changes ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,True,True,0.08885718882083893,0.5051203370094299,0.25536244809627534,0.022347211837768555,0.9350531101226807
experimental reintroduction of woody debris on the,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Forest Ecology > Forest Conservation,False,False,0.12552905082702637,0.37334150075912476,0.22465403079986573,0.023458003997802734,1.0364997386932373
a neural network based general reservoir operation,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Hydraulic Engineering > Dam Engineering,False,True,0.2204986810684204,0.45135748386383057,0.3128422021865845,0.02268242835998535,0.7372210025787354
impact of climate change on surface runoff: a case,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Atmospheric Science > Climatology > Climate Modeling,False,True,0.10485921800136566,0.5219863653182983,0.27171007692813876,0.022379398345947266,0.8711998462677002
geostatistical interpolation of daily rainfall at ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Mathematics > Statistics and Probability > Statistical Methodology > Spatial Statistics,False,False,0.15128421783447266,0.3845197558403015,0.2445784330368042,0.02347874641418457,1.0518438816070557
riparian corridors: a new conceptual framework for,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Environmental Science > Ecosystem Science > Ecosystem Service,False,True,0.11342405527830124,0.4437267780303955,0.24554514437913894,0.022599458694458008,0.7568662166595459
a generalized damk hler number for classifying mat,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,True,True,0.06314284354448318,0.4983348250389099,0.2372196361422539,0.02228069305419922,0.7970471382141113
global scale regionalization of hydrologic model p,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Atmospheric Science > Climatology > Climate Modeling,False,True,0.14456601440906525,0.45953094959259033,0.2705519884824753,0.024383544921875,0.9229028224945068
a new machine learning approach for classifying hy,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Computer and Information Science > Artificial Intelligence > Machine Learning > Deep Learning > Neural Network Architecture > Feedforward Network,False,False,0.06717968732118607,0.4402768611907959,0.21641855686903,0.025241613388061523,0.7717688083648682
transit times the link between hydrology and water,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Hydraulic Engineering > Water Resource,False,True,0.18872158229351044,0.4177532196044922,0.2803342372179032,0.023735523223876953,0.8217830657958984
modeling approaches to assess soil erosion by wate,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Physics,False,False,0.09902346134185791,0.4982593059539795,0.25871779918670657,0.02382826805114746,0.984588623046875
bedload sediment transport regimes of semi alluvia,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Hydraulic Engineering > Dam Engineering,False,True,0.3330598771572113,0.35684919357299805,0.342575603723526,0.023526906967163086,0.9281127452850342
joint impact of rainfall and tidal level on flood ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Hydraulic Engineering > Coastal Engineering,False,True,0.2183024287223816,0.3733276128768921,0.2803125023841858,0.02361154556274414,0.86920166015625
model prediction capacity of ephemeral gully evolu,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Geotechnical Engineering > Soil Mechanics,False,False,0.5520297884941101,0.3655686378479004,0.47744532823562624,0.024382352828979492,0.8639340400695801
the first five years of the conservation effects a,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Humanity and Art > History and Archaeology > Heritage Study > Conservation,False,False,0.08200862258672714,0.46610891819000244,0.23564874082803727,0.020072460174560547,0.5085678100585938
multi-scale hydrometeorological observation and mo,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,True,True,0.0791766494512558,0.4446754455566406,0.22537616789340975,0.02291560173034668,0.8774805068969727
"elemental properties, hydrology, and biology inter",Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Water Pollution,False,False,0.08379048854112625,0.41818559169769287,0.2175485298037529,0.022604703903198242,0.9103078842163086
assessing the impact of climate variability and hu,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Hydraulic Engineering > Water Resource,False,True,0.1456710696220398,0.4154627323150635,0.2535877346992493,0.022486209869384766,0.8647847175598145
assessing agricultural risks of climate change in ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Forest Ecology > Climate Change Impact,False,False,0.13325068354606628,0.5482028126716614,0.29923153519630435,0.015179634094238281,0.4022040367126465
mswep: 3-hourly 0.25 global gridded precipitation ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Atmospheric Science > Meteorology > Weather Forecasting,False,True,0.09581519663333893,0.44265103340148926,0.23454953134059908,0.024736642837524414,1.5686542987823486
assessing the impacts of land use/land cover chang,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Hydraulic Engineering > Water Resource,False,True,0.13424769043922424,0.4072151184082031,0.24343466162681582,0.022014856338500977,0.8543539047241211
nitrogen and phosphorus in streamwaters from adjac,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Wood Science > Biomass Utilization,False,False,0.11337555944919586,0.3919171094894409,0.2247921794652939,0.021994829177856445,0.7159874439239502
wet/dry mapping: using citizen scientists to monit,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Hydrology > Surface Water,False,True,0.0640130564570427,0.43324506282806396,0.21170585900545122,0.020322084426879883,0.6138341426849365
why is the arkavathy river drying? a multiple-hypo,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,True,True,0.0777428075671196,0.4903773069381714,0.24279660731554034,0.0213015079498291,0.9258677959442139
runoff estimation using advanced soft computing te,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Natural Science > Computer and Information Science > Data Science and Analytics > Statistical Learning > Classification Method,False,False,0.05103286728262901,0.43177157640457153,0.20332835093140603,0.02135753631591797,0.955559492111206
simulated effect of a forest road on near surface ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Engineering and Technology > Civil Engineering > Geotechnical Engineering > Slope Stability,False,True,0.627699077129364,0.49970728158950806,0.5765023589134216,0.021172285079956055,0.942455530166626
projected evolution of california's san francisco ,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Interdisciplinary Field > Sustainability and Climate Science > Climate Science > Climate Adaptation,False,False,0.06720777601003647,0.4728272557258606,0.22945556789636612,0.018669605255126953,0.5600261688232422
a global assessment of inland wetland conservation,Natural Science > Earth and Environmental Science > Hydrology > Water Resource Management,Humanity and Art > History and Archaeology > Heritage Study > Conservation,False,True,0.22904856503009796,0.3660001754760742,0.2838292092084885,0.01934194564819336,0.5840973854064941
impacts of unregulated dumpsites: a study on toxic,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Soil Contamination,False,False,0.11904193460941315,0.5707390904426575,0.29972079694271087,0.024747848510742188,1.1761209964752197
lfers for soil organic carbon water distribution c,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Wood Science > Biomass Utilization,False,False,0.10449336469173431,0.3926369547843933,0.2197508007287979,0.02434396743774414,1.0563750267028809
environmental fate of the herbicide fluazifop-p-bu,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Engineering and Technology > Environmental Engineering > Environmental Remediation > Soil Remediation,False,False,0.08382976055145264,0.4157543182373047,0.21659958362579346,0.021719694137573242,0.8177533149719238
strength and compressibility behaviors of expansiv,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Engineering and Technology > Civil Engineering > Geotechnical Engineering > Soil Mechanics,False,False,0.4539465010166168,0.44386255741119385,0.4499129235744476,0.022352218627929688,1.0226774215698242
multimedia distribution and transfer of per- and p,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Soil Contamination,False,False,0.18752186000347137,0.42761218547821045,0.283557990193367,0.022704601287841797,0.8918859958648682
leaf and root-associated fungal assemblages do not,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,True,True,0.26695317029953003,0.39800381660461426,0.3193734288215637,0.030311107635498047,0.9084892272949219
"the occurrence, identification and environmental r",Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Geology > Mineralogy,False,False,0.14514212310314178,0.42950940132141113,0.2588890343904495,0.024164676666259766,0.9629888534545898
managing salinity for sustainable agricultural pro,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agricultural Engineering > Irrigation System,False,False,0.11081958562135696,0.5214055776596069,0.27505398243665696,0.021627187728881836,0.9932718276977539
tree species distribution in temperate forests is ,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Forest Ecology > Climate Change Impact,False,False,0.10312999039888382,0.5447148680686951,0.27976394146680833,0.02128005027770996,0.8592677116394043
variation of soil hydraulic properties with alpine,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Engineering and Technology > Civil Engineering > Geotechnical Engineering > Soil Mechanics,False,False,0.5860225558280945,0.36181455850601196,0.49633935689926145,0.021210193634033203,0.9784090518951416
evidence for negative effects of tio 2 and zno nan,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Soil Contamination,False,True,0.12550458312034607,0.4087582230567932,0.23880603909492493,0.021590232849121094,0.805548906326294
molecular study of worldwide distribution and dive,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Environmental Science > Ecosystem Science > Biodiversity,False,True,0.11597014963626862,0.4880465269088745,0.264800700545311,0.022748708724975586,0.8141469955444336
sustainable improvement of expansive clays using x,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Engineering and Technology > Civil Engineering > Geotechnical Engineering > Soil Mechanics,False,False,0.31101375818252563,0.37542974948883057,0.33678015470504763,0.021671533584594727,0.7824327945709229
preliminary evaluation of s npp viirs aerosol opti,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Atmospheric Science > Atmospheric Chemistry > Aerosol,False,False,0.054162509739398956,0.5281975865364075,0.24377654045820235,0.02215862274169922,0.9918520450592041
predicting soil organic carbon stock using profile,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Chemistry,False,False,0.11052689701318741,0.3791615962982178,0.21798077672719957,0.023054838180541992,0.910865306854248
environmental health and ecological risk assessmen,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Soil Contamination,False,False,0.06198767200112343,0.47668612003326416,0.22786705121397974,0.025053024291992188,0.9490265846252441
palm distribution patterns in amazonian rainforest,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Forestry > Forest Ecology > Forest Biodiversity,False,False,0.1135878637433052,0.4571346640586853,0.2510065838694573,0.024190187454223633,0.8274447917938232
arbuscular mycorrhizal fungi and associated microb,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agricultural Biotechnology > Microbial Biotechnology > Microbial Inoculant,False,True,0.20398035645484924,0.6367217898368835,0.377076929807663,0.02369379997253418,0.7882523536682129
"hydropedology: bridging disciplines, scales, and d",Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Hydrology > Surface Water,False,False,0.036760617047548294,0.6577621102333069,0.2851612143218517,0.021467924118041992,0.9590725898742676
an evaluation of terminal restriction fragment len,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Biological Science > Microbiology > Microbial Ecology,False,False,0.08748731762170792,0.38640284538269043,0.20705352872610092,0.025733470916748047,0.897188663482666
recovery of ammonium and phosphate from wastewater,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agricultural Biotechnology > Microbial Biotechnology > Biofertilizer,False,False,0.12415648251771927,0.44956260919570923,0.25431893318891524,0.02211451530456543,0.627161979675293
sorption of heterocyclic organic compounds to refe,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Chemistry,False,True,0.07855772972106934,0.4896935820579529,0.24301207065582275,0.02239847183227539,1.0902719497680664
the ability of cover crops to reduce nitrogen and ,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Plant Protection > Weed Science,False,False,0.2009003758430481,0.42851847410202026,0.291947615146637,0.022410154342651367,1.1594395637512207
clonal niche structure in the parthenogenetic eart,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Biological Science > Zoology > Entomology,False,False,0.18867112696170807,0.37053918838500977,0.26141835153102877,0.02158212661743164,0.7098984718322754
aerobic soil biodegradation of bisphenol (bpa) alt,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Engineering and Technology > Environmental Engineering > Environmental Remediation > Soil Remediation,False,False,0.11730092763900757,0.43124765157699585,0.24287961721420287,0.023012638092041016,0.782907247543335
macroecological patterns in soil communities,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,True,True,0.09809370338916779,0.5145173072814941,0.2646631449460983,0.02221989631652832,0.873802900314331
general formulation of characteristic travel dista,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Natural Science > Earth and Environmental Science > Environmental Science > Pollution Study > Air Pollution,False,False,0.084774911403656,0.39316999912261963,0.20813294649124148,0.019660472869873047,0.5717699527740479
pyrogenic carbon in soils: a literature-based inve,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Chemistry,False,True,0.12154432386159897,0.4340524673461914,0.24654758125543597,0.021712303161621094,1.0363130569458008
phenanthrene sorption to sequentially extracted so,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Chemistry,False,False,0.08564214408397675,0.4386233687400818,0.22683463394641876,0.02143096923828125,0.9784483909606934
review of ground improvement using microbial induc,Agricultural Science > Agriculture Forestry and Fisheries > Agronomy > Soil Science > Soil Microbiology,Engineering and Technology > Civil Engineering > Geotechnical Engineering > Soil Mechanics,False,True,0.569548487663269,0.5146497488021851,0.5475889921188355,0.01708698272705078,0.5060398578643799
synthesis and characterization of spherical calciu,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Chemical Engineering > Material Processing > Ceramic Processing,False,False,0.0839972123503685,0.3051401972770691,0.17245440632104875,0.022678136825561523,1.026139736175537
electrocatalytic co2 reduction: from homogeneous c,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.21786697208881378,0.47995954751968384,0.3227040022611618,0.02430129051208496,0.9917197227478027
effects of circular economy policies on the enviro,Natural Science > Chemical Science > Green Chemistry > Catalysis,Interdisciplinary Field > Sustainability and Climate Science > Sustainability Study > Circular Economy,False,False,0.1495104879140854,0.790327250957489,0.40583719313144684,0.02325296401977539,0.7402300834655762
"energy analysis, and carbon and water footprint fo",Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Earth and Environmental Science > Environmental Science > Sustainability Science > Life Cycle Assessment,False,False,0.10526500642299652,0.5725775957107544,0.2921900421380997,0.02020883560180664,0.6306884288787842
engineering plant biomass lignin content and compo,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Biotechnology > Biofuel > Bioethanol,False,False,0.06190114840865135,0.49276119470596313,0.23424516692757608,0.02138829231262207,0.5877542495727539
facile green synthesis of zno nps and plasmonic ag,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Nanotechnology > Nanomaterial > Nanocomposite,False,False,0.14533722400665283,0.3719577193260193,0.2359854221343994,0.023866891860961914,1.0347356796264648
an assessment of an ion exchange resin system for ,Natural Science > Chemical Science > Green Chemistry > Catalysis,Engineering and Technology > Environmental Engineering > Water and Wastewater Treatment > Wastewater Treatment,False,False,0.29440322518348694,0.5154642462730408,0.3828276336193085,0.014475822448730469,0.31996583938598633
the chemiluminescent peroxyoxalate system: state o,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Organic Chemistry > Organometallic Chemistry,False,False,0.38275146484375,0.3281272053718567,0.36090176105499266,0.016162395477294922,0.40764307975769043
advanced semiconductor catalyst designs for the ph,Natural Science > Chemical Science > Green Chemistry > Catalysis,Natural Science > Chemical Science > Green Chemistry > Catalysis,True,True,0.17526490986347198,0.429032564163208,0.2767719715833664,0.02461099624633789,0.570925235748291
